# GEM Global Historical Earthquake Catalogue
# Version 1.0 released on 2013-03-29
# Edited by Paola Albini and Roger M.W. Musson
#
# Copyright (C) 2013 GEM Foundation
#
# Contributions by: see http://www.globalquakemodel.org/contributors
#
# You may use this work under the terms of the CC-BY-NC-SA 3.0 (unported)
# [http://creativecommons.org/licenses/by-nc-sa/3.0/]
#
# THE WORK IS PROTECTED BY COPYRIGHT AND/OR OTHER APPLICABLE
# LAW. INSOFAR AS THIS WORK IS PROTECTED BY LAWS THAT NEIGHBOUR
# OR ARE SIMILARLY RELATED TO COPYRIGHT, SUCH AS DATABASE RIGHTS
# AS INTRODUCED IN EUROPE BY THE DIRECTIVE 96/9/EC, YOU ALSO MAY
# USE THIS WORK UNDER THE TERMS OF CC-BY-NC-SA 3.0 (unported).
# [http://creativecommons.org/licenses/by-nc-sa/3.0/]
#
# ANY USE OF THE WORK OTHER THAN AS AUTHORIZED UNDER THIS
# LICENSE OR DIRECTLY ALLOWED BY THE APPLICABLE LAW IS
# PROHIBITED.
#
# If you have any questions or if you wish to seek permission to use this data
# beyond what is offered by CC-BY-NC-SA 3.0 (unported), please contact the GEM
# Foundation at: licensing@globalquakemodel.org
#
# More information on licensing: http://www.globalquakemodel.org/licensing
# 
# -----------------------------------------------------------------------------
#
# FORMAT DESCRIPTION
# 
# CODE	DDESCRPTION	NOTES
# En	Event number	unique ID of the catalogue, in chronological order
# Source	Main source	selected dataset for time, epicentral coordinates, depth, Io
# Year	Origin time: year	from the selected dataset
# Mo	Origin time: month	from the selected dataset
# Da	Origin time: day	from the selected dataset
# Ho	Origin time: hour	from the selected dataset
# Mi	Origin time: minutes	from the selected dataset
# Se	Origin time: minutes	from the selected dataset
# Area	Epicentral area	from the selected dataset, or (in square brackets) the country (as of today) where the epicentre is located
# Lat	Epicentral latitude	from the selected dataset
# Lon	Epicentral longitude	from the selected dataset
# LatUnc	Uncertainty of epicentral latitude	in km, from the selected dataset, when available
# LonUnc	Uncertainty of epicentral longitude	in km, from the selected dataset, when available
# EpDet	Type of epicentre determination	bx: determined according to the method by Gasperini et al. (1999; 2010)
# 		bw: determined according to the method by Bakun and Wenthworth (1997)
# 	 	cat: derived from another catalogue
# 	 	instr: instrumental
# Dep	depth	in km
# Io	epicentral intensity	from the selected dataset
# Msource	source for the magnitude	the same as "Source", with 65 exceptions
# M	magnitude	from Msource
# MUnc	magnitude uncertainty	from Msource, when available
# MType	type of magnitude	w: Mw
# 	 	s: Ms
# 	 	jma: Mjma
# 	 	<blank>: not specified by the source
# MDet	Type of magnitude determination	bx: determined according to the method by Gasperini et al. (1999; 2010)
# 	 	bw: determined according to the method by Bakun and Wenthworth (1997)
# 	 	int: converted from epicentral or maximum intensity
# 	 	cat: derived from another catalogue
# 	 	instr: instrumental
# MDPsource	Source of the Macroseismic Data Points	 
# MDPn	Number of Macroseismic Data Points	 
# MDPIx	Maximum intensity	 
# MDPsc	Macroseimic scale of the MPDs	MM: modified Mercalli
# 		MSK: Medvedev-Sponheuer-Karnik
# 		EMS: European Macroseimic Scale
# 		MCS: Mercalli-Cancani-Sieberg
# 		JMA: Japan Meteorological Agency
# Remarks	 Additional information from the source
# 
# -----------------------------------------------------------------------------
# 
En	Source	Year	Mo	Da	Ho	Mi	Se	Area	Lat	Lon	LatUnc	LonUnc	EpDet	Dep	Io	Msource	M	MUnc	MType	MDet	MDPSource	MDPn	MDPIx	MDPsc	Remarks
1847.1031	Musson, 2012a	1847	10	31	8	30		Nicobar	6.9	93						Musson, 2012a	7.5		w						
1847.1116031	Musson, 2012a	1847	11	16	3	18		Indonesia	-6.9	108.3						Musson, 2012a	7		w						
1848.101602	Musson, 2012c	1848	10	15	14	10		Marlborough	-41.8	173.7						Musson, 2012c	7.5		w						
1848.1203	Min Ziqun, 1995	1848	12	3				Zhanghua, Taiwan	24.1	120.5	50	50			9	Min Ziqun, 1995	6.75		s						
1849.0125051	Musson, 2012c	1849	1	25	5	10		Guam	14	143						Musson, 2012c	7.5		w						
1849.1027	Benito et al., 2012	1849	10	27				Esteli	13	-86.8			cat	60	9	Benito et al., 2012	7.4		w					MM	
1849.102809	Shebalin and Leydecker, 1997	1849	10	28	9			Kamchatka	55	166	156	111		20		Shebalin and Leydecker, 1997	7.5		s						
1849.12171	CERESIS, 1995	1849	12	17	10			[Chile]	-29.95	-71.37					8	Lomnitz, 2004	7.5		s				8		
1850.01	Ambraseys and Adams, 1986a	1850	1					Sudan	4.2	31.6					9	Ambraseys and Adams, 1986a	6		s						"Ms = approximate value"
1850.0912	Min Ziqun, 1995	1850	9	12				Around Xichang and Puge (Sichuan)	27.7	102.4	25	25			10	Min Ziqun, 1995	7.5		s		Min Ziqun, 1995		10		
1850.12061	CERESIS, 1995	1850	12	6	10	52		[Chile]	-33.81	-70.22					8	Lomnitz, 2004	7.25	0.25	s				8		
1851.04021	CERESIS, 1995	1851	4	2	10	48		[Chile]	-33.32	-71.42					8	Lomnitz, 2004	7.5		s				8		
1851.052613	CERESIS, 1995	1851	5	26	17	10		[Chile]	-27.35	-70.35					10	Lomnitz, 2004	7.5		s				10		
1852.0101	Felzer and Cao, 2008	1852	1	1				[United States]	39.5	-119.5				0		Felzer and Cao, 2008	7.3	0.33	w						
1852.010911	Musson, 2012a	1852	1	9	11	9		Indonesia	-6.5	105.5						Musson, 2012a	7		w						
1852.070712	SisFrance, 2010	1852	7	7	6	30		Nord Jamaique	19.383	-78.517					7-8	Alvarez et al., 1999	7.5		s		SisFrance, 2010	12	5-6	MSK	
1852.082014	SisFrance, 2010	1852	8	20	8	36		Santiago de Cuba	19.65	-76.15					8	Alvarez et al., 1999	7.3		s		SisFrance, 2010	4	7	MSK	
1852.09161	Bautista and Oike, 2000	1852	9	16	10	30		Philippines	14.3	120.05						Bautista and Oike, 2000	7.6		s						
1852.1111	Musson, 2012a	1852	11	11				Indonesia	1.1	97.7						Musson, 2012a	7.3		w						
1852.1125235	Musson, 2012a	1852	11	25	23	50		Indonesia	-4.3	129.5						Musson, 2012a	8.3		w						
1852.112608	SisFrance, 2010	1852	11	26	15	15		Cuba et Jamaique	19.833	-75.833					8-9	Alvarez et al., 1999	6.5		s		SisFrance, 2010	9	8	MSK	
1852.1216	Min Ziqun, 1995	1852	12	16				Yellow Sea	34.5	121.5	150	150				Min Ziqun, 1995	6.5		s						"M = 6 1/2"
1852.1224061	Musson, 2012a	1852	12	24	6	15		Indonesia	-5	130.5						Musson, 2012a	7		w						
1853.02082	White et al., 2004	1853	2	9				Quezaltenango	14.833	-91.5					6-7	White et al., 2004	6.8	0.3	w				6-7	MM	"subduction"
1853.03111	Grunewald and Stein, 2006	1853	3	11				[subduction]	35.31	139.15						Grunewald and Stein, 2006	7	0.3	jma		Usami, 1994	59		JMA	
1853.0414	Min Ziqun, 1995	1853	4	14				Yellow Sea	33.5	121.5	150	150				Min Ziqun, 1995	6.5		s						"M = 6 1/2"
1853.0715	CERESIS, 1995	1853	7	15				[Venezuela]	12.1	-63.6				14	9	CERESIS, 1995	6.7		s				9		
1853.0908	Benito et al., 2012	1853	9	8				West of Nicoya Peninsula	10	-85.5			cat	40	8	Benito et al., 2012	7.1		w					MM	
1853.11	Shebalin and Leydecker, 1997	1853	11					Kuril Islands	47	154	141	111		40		Shebalin and Leydecker, 1997	7		s						
1854.021503	Gouin, 1979	1854	2	15	3			Near Guf Guf Graben	12.8	39						Gouin, 1979	6.3		m						
1854.041621	Benito et al., 2012	1854	4	16				Ilopango	13.68	-89.14			cat	5	8	Benito et al., 2012	6.6		w					MM	
1854.0627	Shebalin and Leydecker, 1997	1854	6	27				Kuril Islands	50.5	158	147	111		40		Shebalin and Leydecker, 1997	7		s						
1854.070902	UTSU online	1854	7	9	2			Iga, Ise, Yamato	34.75	136						UTSU online	7.3		jma						
1854.080505	Benito et al., 2012	1854	8	5				Golfito (Subduction)	8.5	-83			cat	33	8	Benito et al., 2012	7		w					MM	
1854.122309	UTSU online	1854	12	23	9			Tokai and Nankai do	34	137.8						UTSU online	8.4		jma						
1854.122416	UTSU online	1854	12	24	16			Kinai , Nankaido	33	135						UTSU online	8.4		jma						
1854.12261	UTSU online	1854	12	26	10			W side of Iyo , Bungo	33.3	132						UTSU online	7.4		jma						
1855.012309	GeoNet, 2011	1855	1	23	9	32		Wairarapa	-41.2	175.2				33	10	GeoNet, 2011	8.2		w		GeoNet, 2011	40	9-10	MM	
1855.022801	Stucchi et al., 2012	1855	2	28	1	30		Proussa	40.183	29.067	20	20	bx		9-10	Stucchi et al., 2012	7.02	0.64	w		University of Thessaloniki, 2003	6	10	MM	
1855.0311185	Ambraseys and Adams, 1986b	1855	3	11	18	55		Atlantic	2	-17.5					4	Ambraseys and Adams, 1986b	6.5		s						
1855.0425	Musson, 2012a	1855	4	25				Ternate	0.8	127.8						Musson, 2012a	7		w						
1855.071408	Musson, 2012a	1855	7	14	8			Indonesia	0.7	127.7						Musson, 2012a	7		w						
1855.0913	UTSU online	1855	9	13				Rikuzen	38.1	142						UTSU online	7.3		jma						
1855.0925	Benito et al., 2012	1855	9	25				Roatan	16.02	-86			cat		8	Benito et al., 2012	6.5		w					MM	"crustal"
1855.110718	UTSU online	1855	11	7	18			Owari, Toutoumi	34.5	137.75						UTSU online	7.3		jma						
1855.111122	Grunewald and Stein, 2006	1855	11	11				[subduction]	35.5	139.8						Grunewald and Stein, 2006	7.4	0.2	jma		Usami, 1994	191		JMA	
1856.080422	Benito et al., 2012	1856	8	4				Gulf of  Honduras	16.75	-86.75			cat	5	8	Benito et al., 2012	7		w					MM	
1856.082312	UTSU online	1856	8	23	12			Sanriku, Masaki	41	142.3						UTSU online	7.7		jma						
1856.101202	Stucchi et al., 2012	1856	10	12	2	45		Heraklio	35.6	25.8	10	10	cat		9	Stucchi et al., 2012	7.7	0.5	w						
1857.0109	Felzer and Cao, 2008	1857	1	9	16	24		[United States]	36.2	-120.8				0		Felzer and Cao, 2008	7.9	0.15	w						
1857.0513023	Musson, 2012a	1857	5	13	2	30		Indonesia	-8	115.5						Musson, 2012a	7		w						
1857.101208	UTSU online	1857	10	12	8			Iyo, Aki	34	132.5						UTSU online	7.3		jma						
1857.121621	Stucchi et al., 2012	1857	12	16	21	15		Basilicata	40.352	15.842	4.7	6.8	bx		11	Stucchi et al., 2012	7.02	0.3	w		Guidoboni et al., 2007	340	11	MCS	
1858.040902	UTSU online	1858	4	9	2			Hida, Ecchu, Kaga	36.4	137.2						UTSU online	7.1		jma						
1858.0619	Zúñiga et al., 1997	1858	6	19				Region central de Michoacan	19	-103					10	Zúñiga et al., 1997	7.5		w				10		
1858.07082	UTSU online	1858	7	8	20			Aomori, Hachinohe	40.7	142						UTSU online	7.3		jma						
1858.082415	Ambraseys and Douglas, 2004	1858	8	24	15	30		Arracan	19.1	95.1						Ambraseys and Douglas, 2004	7.6		w		Ambraseys and Douglas, 2004	25	8	MSK	
1858.111308	Musson, 2012a	1858	11	13	8			Indonesia	1	126						Musson, 2012a	7.4		w						
1859.032213	Beauval et al., 2010	1859	3	22				Quito	0.02	-78.75			bw		8	Beauval et al., 2010	7.2		w	bw	Beauval et al., 2010	30	8	MSK	
1859.0628123	Musson, 2012a	1859	6	28	12	30		Indonesia	1	126.5						Musson, 2012a	7		w						
1859.0729053	Musson, 2012a	1859	7	29	5	30		Indonesia	0	125.5						Musson, 2012a	7.2		w						
1859.0825	White et al., 2004	1859	8	25				La Union	13.25	-87.75					7	White et al., 2004	7.1	0.1	w				7	MM	"subduction"
1859.100512	CERESIS, 1995	1859	10	5	12			[Chile]	-27.35	-70.35					10	Lomnitz, 2004	7.5		s				10		
1859.1208	White et al., 2004	1859	12	8				Ahuachapan and Santa Ana provinces	13.833	-89					8	White et al., 2004	7.3	0.3	w				8	MM	"subduction"
1860.0119	White et al., 2004	1860	1	19				San Jose Oblspo	14.667	-90.75					8	White et al., 2004	7.1	0.1	w				8	MM	"subduction"
1860.1023	SisFrance, 2010	1860	10	23				Mayaguez, Porto-Rico	18.217	-67.15					6-7	Tanner and Shepherd, 1997	6.57		w		SisFrance, 2010	1	6-7	MSK	
1860.1203	White et al., 2004	1860	12	3				Talnique to Cuscatancingo	13.75	-89.25					8	White et al., 2004	7.1	0.1	w				8	MM	"subduction"
1861.0216	Musson, 2012a	1861	2	16	12	10		Indonesia	0.9	97.4						Musson, 2012a	8.5		w						
1861.030913	Musson, 2012a	1861	3	9	13			Indonesia	-1.2	98.3						Musson, 2012a	7		w						
1861.032023	CERESIS, 1995	1861	3	20	23			[Argentina]	-32.9	-68.9				30	9	CERESIS, 1995	7		s				9		
1861.0407092	Musson, 2012a	1861	4	7	9	20		Indonesia	-1.3	98.3						Musson, 2012a	7		w						
1861.042523	Musson, 2012a	1861	4	25	23			Indonesia	0	97.5						Musson, 2012a	7.5		w						
1861.0823	White et al., 2004	1861	8	23				Jalpatagua	14.083	-90					7	White et al., 2004	6.7	0.4	w				7	MM	"subduction"
1861.0925063	Musson, 2012a	1861	9	25	6	30		Indonesia	-0.9	98						Musson, 2012a	7		w						
1861.102104	UTSU online	1861	10	21	4			Rikuzen	38.5	142						UTSU online	7.3		jma						
1862.011207	Shebalin and Leydecker, 1997	1862	1	12	7	19		Baikal	52.3	106.7	75	56		40		Shebalin and Leydecker, 1997	7.5		s						
1862.062105	Stucchi et al., 2012	1862	6	21	5	30		Melos	36.9	24.4	10	10	cat	150	8	Stucchi et al., 2012	7	0.5	w		University of Thessaloniki, 2003	1	8	MM	
1862.0710081	Musson, 2012	1862	7	10	8	15		Accra	5.5	-0.25						Musson, 2012	6.8		w						
1862.1219	White et al., 2004	1862	12	19				Santa Ana	13.833	-89.583					8	White et al., 2004	8.1	0.1	w				8	MM	"subduction"
1863.0223	Musson, 2012c	1863	2	22	13	5		Hawke's Bay	-40	176.5						Musson, 2012c	7.5		w						
1863.042221	Stucchi et al., 2012	1863	4	22	21	30		Rhodos	36.4	27.6	10	10	cat	90	10	Stucchi et al., 2012	7.5	0.3	w		University of Thessaloniki, 2003	22	10	MM	
1863.0817	Musson, 2012c	1863	8	17				Vanuatu	-19	168.5						Musson, 2012c	7.5		w						
1863.1209	Benito et al., 2012	1863	12	9				Nicoya coast	10	-85.5			cat	40	8-9	Benito et al., 2012	7.3		w					MM	
1864.0522163	Musson, 2012a	1864	5	22	16	30		Indonesia	-3	135						Musson, 2012a	7.8		w						
1864.0614	Stucchi et al., 2012	1864	6	14				Genisea	40.58	25.401	50	50	bw			Stucchi et al., 2012	7.11	0.3	w		University of Thessaloniki, 2003	5	7	MM	
1864.1003	Zúñiga et al., 1997	1864	10	3				Puebla-Veracruz	19	-97					9	Zúñiga et al., 1997	7.4		w				9		
1865	Benito et al., 2012	1865	12					SW Coast .	12	-86			cat	10	8	Benito et al., 2012	7.3		w					MM	
1865.0716192	Musson, 2012a	1865	7	16	19	27		Indonesia	-7	110.3						Musson, 2012a	7		w						
1865.1118	Musson, 2012c	1865	11	18				Tonga	-19.5	-173.5						Musson, 2012c	8		w						
1865.121919	Szeliga et al., 2010	1865	12	15				Chittagong	22.3	91.05			bw	15		Szeliga et al., 2010	6.8		w						
1866.0512	Ambraseys, 1997b	1866	5	12	18			Gonek	39.2	41						Ambraseys, 1997b	7.2		s						
1866.05232	Szeliga et al., 2010	1866	5	23				Nepal	27.12	85.26			bw	15		Szeliga et al., 2010	7.4		w						
1866.0906	Shebalin and Leydecker, 1997	1866	9	6				Kamchatka	52.5	159.5	151	111		30		Shebalin and Leydecker, 1997	7		s						
1867.010207	Hamdache et al., 2010	1867	1	2	7	13	56	Algeria	36.466	2.833					10-11	Hamdache et al., 2010	7.3		w						
1867.020404	Stucchi et al., 2012	1867	2	4	4	19		Lixouri	38.233	20.424	1.8	2.2	bx		10	Stucchi et al., 2012	7.15	0.35	w		University of Thessaloniki, 2003	13	10	MM	
1867.0609211	Musson, 2012a	1867	6	9	21	15		Indonesia	-8.7	111.6						Musson, 2012a	8		w						
1867.063	White et al., 2004	1867	6	30				San Salvador and Cuscatlan provinces	13.667	-89.083					7	White et al., 2004	7.1	0.1	w				7	MM	"subduction"
1867.1114	Benito et al., 2012	1867	11	14				Central Pacific Coast	12.48	-86.68			cat	3	8	Benito et al., 2012	7.3		w					MM	
1867.11182	SisFrance, 2010	1867	11	18	14	45		Saint-Thomas, Iles Vierges	18.1	-65.133	20	20			8-9	Tanner and Shepherd, 1997	7.5		s		SisFrance, 2010	48	8	MSK	
1867.1218	Min Ziqun, 1995	1867	12	18				Between Jilong and Beihai, Taiwan	25.3	121.8	100	100				Min Ziqun, 1995	7		s						
1868.0329	Stover and Coffman, 1993	1868	3	29	0	15		Island of Hawaii	19	-155.5					8	Wyss and Koyanagi, 1992	7		s				8	MM	
1868.0403	Stover and Coffman, 1993	1868	4	3				Near south coast of Hawaii	19	-155.5					10	Wyss and Koyanagi, 1992	7.5	0.25	s				10	MM	
1868.08132	CERESIS, 1995	1868	8	13	20	45		[Peru]	-18.5	-70.35					11	Lomnitz, 2004	8.5		s				11		
1868.08152	Beauval et al., 2010	1868	8	15				El Angel	0.7	-77.92			bw		8	Beauval et al., 2010	6.6		w	bw	Beauval et al., 2010	15	8	MSK	
1868.081606	Beauval et al., 2010	1868	8	16				Ibarra	0.38	-78.43			bw		9	Beauval et al., 2010	7.27	0.3	w	bw	Beauval et al., 2010	71	9	MSK	
1868.101912	Musson, 2012c	1868	10	18	12	35		Cape Farewell	-40.2	173						Musson, 2012c	7.2		w						
1868.1021	Bakun, 1999	1868	10	21	15	53		[United States]	37.7	-122.1			bw			Bakun, 1999	6.8	0.3	w	bw					
1869.011017	Ambraseys and Douglas, 2004	1869	1	10	17			Cachar/Silchar	25.5	93						Ambraseys and Douglas, 2004	7.3		w		Ambraseys and Douglas, 2004	40	7-8	MSK	
1869.082416	CERESIS, 1995	1869	8	24	16	30		[Chile]	-19.6	-70.23					8	Lomnitz, 2004	7.5		s				8		
1870.0411	Min Ziqun, 1995	1870	4	11				Batang (Sichuan)	30	99.1	25	25			10	Min Ziqun, 1995	7.25		s						
1870.0612	White et al., 2004	1870	6	12				Chiquimulilla	14.167	-90.167					8	White et al., 2004	7.2	0.1	w				8	MM	"subduction"
1870.102016	CEUS, 2012	1870	10	20	16	30		[Canada]	47.4	-70.5			cat			CEUS, 2012	6.55	0.47	w						
1871.022008	Stover and Coffman, 1993	1871	2	20	8	42		Near Lanai, Hawaii	20.8	-157				15	8	Wyss and Koyanagi, 1992	6.75		s				8	MM	
1871.030212	Musson, 2012a	1871	3	2	12			Indonesia	0	128						Musson, 2012a	7		w						
1871.06	Min Ziqun, 1995	1871	6					Cuona and Luozha, Xizang  (Tibet)	28	91.5	100	100			10	Min Ziqun, 1995	7.5		s		Min Ziqun, 1995		10		
1871.0627	Benito et al., 2012	1871	6	27				Panama Fracture Zone	7.8	-82.3			cat	30	8	Benito et al., 2012	7		w					MM	
1871.0818131	Musson, 2012a	1871	8	18	13	16		Bengkulu	-5.3	102.4						Musson, 2012a	7.6		w						
1871.100509	CERESIS, 1995	1871	10	5	9			[Chile]	-20.2	-70.17					10	Lomnitz, 2004	7		s				10		
1871.1105	Bautista and Oike, 2000	1871	11	5	0	45		Philippines	8.9	126.9						Bautista and Oike, 2000	7.3		s						
1871.120809	Bautista and Oike, 2000	1871	12	8	9	30		Philippines	7.3	123.75						Bautista and Oike, 2000	7		s						
1871.121911	Bautista and Oike, 2000	1871	12	19	11			Philippines	8.5	126.9						Bautista and Oike, 2000	7.2		s						
1871.122318	Ambraseys and Bilham, 2003	1871	12	23	18			Quchan	37.4	58.4						Ambraseys and Bilham, 2003	7.1		w						
1872.031417	UTSU online	1872	3	14	17			W side of Shimane Pref.	35.15	132.1						UTSU online	7.1		jma						
1872.0326	Bakun, 2006b	1872	3	26				Owens Valley	36.65	-118.1			bw			Bakun, 2006b	7.45	0.5	w	bw					
1872.032614	Felzer and Cao, 2008	1872	3	26	14	6		[United States]	36.9	-118.2				0		Felzer and Cao, 2008	6.8	0.33	w						
1872.0403	Ambraseys, 1989	1872	4	3	7	40		Amik Gölü	36.4	36.5	40	40			10	Ambraseys, 1989	7.2		s						
1872.041119	Felzer and Cao, 2008	1872	4	11	19			[United States]	37.5	-118.5				0		Felzer and Cao, 2008	6.8	0.33	w						
1872.121505	Lamontagne et al., 2008	1872	12	15	5	37		Washington-British Columbia Border	47.76	-119.9					8	Lamontagne et al., 2008	6.8		w				8		
1873.000002	Musson, 2012a	1873						Papua New Guinea	-5.5	146						Musson, 2012a	8		w						
1873.0222	Tanner and Shepherd, 1997	1873	2	22				[El Salvador]	13.6	-89				100	9	Tanner and Shepherd, 1997	7		w						
1873.030422	Tanner and Shepherd, 1997	1873	3	4	22	30		[El Salvador]	13.7	-88.7				100	10	Tanner and Shepherd, 1997	7.3		w						
1873.031908	White et al., 2004	1873	3	19				San Salvador	13.667	-89.167					8	White et al., 2004	7.1	0.1	w				8	MM	"subduction"
1873.1123	Bakun, 2000	1873	11	23	5			[United States]	42.2	-124.2			bw		8	Bakun, 2000	7.3	0.4	w	bw			8		
1873.121504	Musson, 2012b	1873	12	15				Barrow Range	-26.25	127.5						Musson, 2012b	6		w						"Mw = 6.0?"
1874.0503	Ambraseys, 1989	1874	5	3	7			Gölcük Gölü	38.5	39.5	40	40			10	Ambraseys, 1989	7.1		s						"M = 7.1+"
1874.0903	White et al., 2004	1874	9	3				Palzicia	14.667	-90.833					8	White et al., 2004	7.1	0.1	w				8	MM	"subduction"
1874.1116	Stucchi et al., 2012	1874	11	16				Rhodos	36.5	27.9	10	10	cat		7	Stucchi et al., 2012	7	0.5	w		University of Thessaloniki, 2003	2	7	MM	
1875.000004	Musson, 2012a	1875						Papua New Guinea	-6	147						Musson, 2012a	7		w						
1875.0211	Zúñiga et al., 1997	1875	2	11				Jalisco	21	-104					8	Zúñiga et al., 1997	7.1		w				8		
1875.0327223	Musson, 2012a	1875	3	27	22	30		Indonesia	-9.8	111.5						Musson, 2012a	7.8		w						
1875.032812	Musson, 2012c	1875	3	28	12			Loyalty Island	-20	168.5						Musson, 2012c	8		w						
1875.051	Musson, 2012c	1875	5	10				Vanuatu	-18.5	168						Musson, 2012c	7		w						
1875.051816	Palme et al., 2005	1875	5	18				[Colombia]	7.95	-72.6			bw			Palme et al., 2005	7.41	0.37	w	bw					
1875.1024225	Musson, 2012a	1875	10	24	22	50		Indonesia	-6.9	108.3						Musson, 2012a	7		w						
1875.1102	Gouin, 1979	1875	11	2				Anseba Faults	16	38.5						Gouin, 1979	6		m						Aftershocks till March 1876
1876.07252	Bautista and Oike, 2000	1876	7	25	20			Philippines	10.1	126.4						Bautista and Oike, 2000	7.2		s						
1877.051002	CERESIS, 1995	1877	5	10	2	16		[Chile]	-19.6	-70.23					11	Lomnitz, 2004	8		s				11		
1878.011	Musson, 2012c	1878	1	10				Vanuatu	-19	168.5						Musson, 2012c	7.5		w						
1878.0123	Tavera et al., 2001	1878	1	23				[Peru]	-20.05	-77				40	7	Tavera et al., 2001	7.9		s		Tavera et al., 2001	6	7	MM	
1878.0211	Musson, 2012c	1878	2	11				Vanuatu	-19	168.5						Musson, 2012c	8		w						
1878.030212	Ambraseys and Douglas, 2004	1878	3	2	12	30		Abbottabad	34	73.2						Ambraseys and Douglas, 2004	6.7		w		Ambraseys and Douglas, 2004	16	7	MSK	
1878.050904	Bakun, 2000	1878	5	9	4	25		[United States]	40.4	-125.2			bw		7	Bakun, 2000	7	0.4	w	bw			7		
1878.1011055	Ambraseys and Adams, 1986b	1878	10	11	5	50		Atlantic	2.5	-15					4	Ambraseys and Adams, 1986b	6.3		s						
1879.02021	CERESIS, 1995	1879	2	2	10	30		[Chile]	-53	-70.67					8	Lomnitz, 2004	7		s				8		
1879.0529	Benito et al., 2012	1879	5	29				Panama-Costa Rica Border	8	-82.9			cat	10	8	Benito et al., 2012	7		w					MM	
1879.0701	Min Ziqun, 1995	1879	7	1				S of Wudu (Gansu)	33.2	104.7	25	25			11	Min Ziqun, 1995	8		s		Min Ziqun, 1995		10		
1880.071804	Bautista and Oike, 2000	1880	7	18	4	40		Philippines	14.9	121.55						Bautista and Oike, 2000	7.6		s						
1880.081512	CERESIS, 1995	1880	8	15	12	48		[Chile]	-31.62	-71.18					10	Lomnitz, 2004	7.5		s				10		
1881.0429	Benito et al., 2012	1881	4	29				Intraplate	11.5	-86.3			cat	130	8	Benito et al., 2012	7.3		w					MM	
1881.1025	UTSU online	1881	10	25	21	22		East side of Hokkaido offshore	43.3	147.3						UTSU online	7		jma						
1881.1231	Ortiz and Bilham, 2003	1881	12	31	1	49		Car Nicobar	8.52	92.43				15		Ortiz and Bilham, 2003	7.9	0.1	w						
1881.1231001	Bilham et al., 2005	1881	12	31				Car Nicobar	10.8	92.55	34	22				Bilham et al., 2005	7	0.1	w						
1882.030313	Benito et al., 2012	1882	3	3				Quepos	8.72	-84.25			cat	20	8	Benito et al., 2012	7		w					MM	
1882.0719	Zúñiga et al., 1997	1882	7	19				Oaxaca	18	-98					9	Zúñiga et al., 1997	6.7		w				9		
1882.090707	Benito et al., 2012	1882	9	7				Offshore San Blas Archip.	10	-79			cat	20	9	Benito et al., 2012	7.9		w					MM	
1882.101	Musson, 2012a	1882	10	10				Indonesia	-4.5	129.9						Musson, 2012a	7.5		w						
1883.08	Ambraseys et al., 1994	1883	8					Libya	30.2	9.5						Ambraseys et al., 1994	6		s						
1883.1	Min Ziqun, 1995	1883	10					Pulan (Burang), Xizang  (Tibet)	30.2	81.2	100	100			9	Min Ziqun, 1995	7		s						
1884.021	Ambraseys, 1989	1884	2	10	5			Siirt	37.5	42.5	90	90			8	Ambraseys, 1989	6.9		s						"M = 6.9-"
1884.0720093	Ambraseys et al., 1994	1884	7	20	9	30		Offshore Massawa	15.7	39.6						Ambraseys et al., 1994	6.2		s						
1885.022207	Bautista and Oike, 2000	1885	2	22	7	30		Philippines	7.9	127.1						Bautista and Oike, 2000	7.2		s						
1885.0429215	Musson, 2012a	1885	4	29	21	53		Indonesia	-2.5	127.5						Musson, 2012a	7.2		w						
1885.052902	Ambraseys and Douglas, 2004	1885	5	29	2	45		Srinagar	34.1	74.6						Ambraseys and Douglas, 2004	6.3		w		Ambraseys and Douglas, 2004	37	8	MSK	
1885.072302	Bautista and Oike, 2000	1885	7	23	2	45		Philippines	8.85	123.1						Bautista and Oike, 2000	7		s						
1885.101	Benito et al., 2012	1885	10	10				Southern Pacific Coast	12.25	-86.75			cat	60	9	Benito et al., 2012	7		w					MM	
1886.0827	Stucchi et al., 2012	1886	8	27				Philiatra	36.988	21.467	50	50	bw			Stucchi et al., 2012	7.16	0.3	w		Sakellariou et al., 2010	192	10-11	EMS	
1886.0901	CEUS, 2012	1886	9	1	2	51		[United States]	33	-80.2			cat			CEUS, 2012	6.9		w						
1887.020215	Bautista and Oike, 2000	1887	2	2	15			Philippines	11.45	122.05						Bautista and Oike, 2000	7.3		s						
1887.0503	Stover and Coffman, 1993	1887	5	3	9			[Mexico]	30.8	-109.25					12	Bakun, 2006b	7.5	0.3	w	bw			12	MM	
1887.051407	Stucchi et al., 2012	1887	5	14	7	30		Myrina	40.209	24.617	50	50	bw			Stucchi et al., 2012	7	0.3	w		Taxeidis, 2003	7	7-8	EMS	
1887.060823	Shebalin and Leydecker, 1997	1887	6	8	23	35		Middle Asia, Kazakhstan	43.1	76.8	27	22		20		Shebalin and Leydecker, 1997	7.3		s						
1887.071707	Stucchi et al., 2012	1887	7	17	7	45		Heraklio	35.7	25.8	10	10	cat	100	7	Stucchi et al., 2012	7.2	0.5	w		University of Thessaloniki, 2003	1	7	MM	
