# GEM Global Historical Earthquake Catalogue
# Version 1.0 released on 2013-03-29
# Edited by Paola Albini and Roger M.W. Musson
#
# Copyright (C) 2013 GEM Foundation
#
# Contributions by: see http://www.globalquakemodel.org/contributors
#
# You may use this work under the terms of the CC-BY-NC-SA 3.0 (unported)
# [http://creativecommons.org/licenses/by-nc-sa/3.0/]
#
# THE WORK IS PROTECTED BY COPYRIGHT AND/OR OTHER APPLICABLE
# LAW. INSOFAR AS THIS WORK IS PROTECTED BY LAWS THAT NEIGHBOUR
# OR ARE SIMILARLY RELATED TO COPYRIGHT, SUCH AS DATABASE RIGHTS
# AS INTRODUCED IN EUROPE BY THE DIRECTIVE 96/9/EC, YOU ALSO MAY
# USE THIS WORK UNDER THE TERMS OF CC-BY-NC-SA 3.0 (unported).
# [http://creativecommons.org/licenses/by-nc-sa/3.0/]
#
# ANY USE OF THE WORK OTHER THAN AS AUTHORIZED UNDER THIS
# LICENSE OR DIRECTLY ALLOWED BY THE APPLICABLE LAW IS
# PROHIBITED.
#
# If you have any questions or if you wish to seek permission to use this data
# beyond what is offered by CC-BY-NC-SA 3.0 (unported), please contact the GEM
# Foundation at: licensing@globalquakemodel.org
#
# More information on licensing: http://www.globalquakemodel.org/licensing
# 
# -----------------------------------------------------------------------------
#
# FORMAT DESCRIPTION
# 
# CODE	DDESCRPTION	NOTES
# En	Event number	unique ID of the catalogue, in chronological order
# Source	Main source	selected dataset for time, epicentral coordinates, depth, Io
# Year	Origin time: year	from the selected dataset
# Mo	Origin time: month	from the selected dataset
# Da	Origin time: day	from the selected dataset
# Ho	Origin time: hour	from the selected dataset
# Mi	Origin time: minutes	from the selected dataset
# Se	Origin time: seconds	from the selected dataset
# Area	Epicentral area	from the selected dataset, or (in square brackets) the country (as of today) where the epicentre is located
# Lat	Epicentral latitude	from the selected dataset
# Lon	Epicentral longitude	from the selected dataset
# LatUnc	Uncertainty of epicentral latitude	in km, from the selected dataset, when available
# LonUnc	Uncertainty of epicentral longitude	in km, from the selected dataset, when available
# EpDet	Type of epicentre determination	bx: determined according to the method by Gasperini et al. (1999; 2010)
# 		bw: determined according to the method by Bakun and Wenthworth (1997)
# 	 	cat: derived from another catalogue
# 	 	instr: instrumental
# Dep	depth	in km
# Io	epicentral intensity	from the selected dataset
# Msource	source for the magnitude	the same as "Source", with 65 exceptions
# M	magnitude	from Msource
# MUnc	magnitude uncertainty	from Msource, when available
# MType	type of magnitude	w: Mw
# 	 	s: Ms
# 	 	jma: Mjma
# 	 	<blank>: not specified by the source
# MDet	Type of magnitude determination	bx: determined according to the method by Gasperini et al. (1999; 2010)
# 	 	bw: determined according to the method by Bakun and Wenthworth (1997)
# 	 	int: converted from epicentral or maximum intensity
# 	 	cat: derived from another catalogue
# 	 	instr: instrumental
# MDPsource	Source of the Macroseismic Data Points	 
# MDPn	Number of Macroseismic Data Points	 
# MDPIx	Maximum intensity	 
# MDPsc	Macroseimic scale of the MPDs	MM: modified Mercalli
# 		MSK: Medvedev-Sponheuer-Karnik
# 		EMS: European Macroseimic Scale
# 		MCS: Mercalli-Cancani-Sieberg
# 		JMA: Japan Meteorological Agency
# Remarks	 Additional information from the source
# 
# -----------------------------------------------------------------------------
# 
En	Source	Year	Mo	Da	Ho	Mi	Se	Area	Lat	Lon	LatUnc	LonUnc	EpDet	Dep	Io	Msource	M	MUnc	MType	MDet	MDPSource	MDPn	MDPIx	MDPsc	Remarks	GEHid
1837.1123000	Zúñiga et al., 1997	1837	11	23				Oaxaca-sur de Guerrero	16.000	-98.000						Zúñiga et al., 1997	7.70		w							8892
1838.0000000	Ambraseys and Bilham, 2003	1838						Nasratabad-I	29.600	59.900						Ambraseys and Bilham, 2003	6.90		w							2474
1838.0000020	Musson, 2012c	1838						Utapu	-39.400	175.000						Musson, 2012c	7.00		w							8326
1838.0123180	Stucchi et al., 2012	1838	01	23	18	36		[Vrancea deep]	45.700	26.600	29.9	29.9	cat	150	9	Stucchi et al., 2012	7.50	0.30	w		Shebalin (ed.), 1977	40	8-9	MSK		2478
1838.0600000	Bakun, 1999	1838	06					[United States]	37.270	-122.230			bw			Bakun, 1999	6.80	0.50	w	bw						8479
1839.0111090	SisFrance, 2010	1839	01	11	05	55		Sud-Est Martinique	14.500	-60.500	50.0	50.0			9	Dorel, 1981	7.80		s		SisFrance, 2010	45	9	MSK		8394
1839.0323000	Zhang et al., 1999	1839	03	23				Myanmar	21.900	96.000			cat			Zhang et al., 1999	8.00		w							2491
1839.0501000	UTSU online	1839	05	01	14			Kushiro (Akke)	42.500	145.000						UTSU online	7.30		jma							2495
1840.0104061	Musson, 2012a	1840	01	04	06	15		Indonesia	-8.000	110.500						Musson, 2012a	7.00		w							7801
1840.0213163	Musson, 2012a	1840	02	13	16	30		Indonesia	0.800	127.330						Musson, 2012a	7.00		w							7802
1840.0218000	Benito et al., 2012	1840	02	18				West of Nicoya Peninsula	10.500	-86.000			cat	35	8	Benito et al., 2012	7.10		w					MM		5226
1840.0702160	Shebalin and Tatevossian, 1997	1840	07	02	16			Turkey	39.600	44.100	66.0	56.0		24	9-10	Shebalin and Tatevossian, 1997	7.40		s		Shebalin and Tatevossian, 1997	25		MSK		6803
1841.0517210	Shebalin and Leydecker, 1997	1841	05	17	21			Kamchatka	52.500	159.500	151.0	111.0		30		Shebalin and Leydecker, 1997	8.40		s							2525
1842.0219110	Ambraseys and Douglas, 2004	1842	02	19	11	20		Kunar	34.700	71.000						Ambraseys and Douglas, 2004	7.60		w		Ambraseys and Douglas, 2004	29	8-9	MSK		2539
1842.0507220	SisFrance, 2010	1842	05	07	17	14		Ile De La Tortue, Haiti	20.100	-72.817	20.0	20.0			9-10	Flores et al., 2012	7.60	0.20	w	bw	SisFrance, 2010	42	9-10	MSK		8399
1842.0611000	Min Ziqun, 1995	1842	06	11				Close to Barkol (Xinjiang)	43.500	93.100	50.0	50.0			9	Min Ziqun, 1995	7.00		s							6347
1842.0916040	Ambraseys and Douglas, 2004	1842	09	16	04	30		Zongguo	32.100	98.600						Ambraseys and Douglas, 2004	7.30		w							2548
1842.1111210	Ambraseys and Douglas, 2004	1842	11	11	21	38		Bangla	24.000	90.000						Ambraseys and Douglas, 2004	6.70		w							2554
1843.0105213	Musson, 2012a	1843	01	05	21	30		Indonesia	1.200	97.800						Musson, 2012a	7.50		w							7803
1843.0208000	Flores et al., 2012	1843	02	08				Lesser Antilles	16.340	-61.490			bw			Flores et al., 2012	7.80	0.20	w	bw	Flores et al., 2012	42	9	MM	"subduction"	8403
1843.0425000	Shebalin and Leydecker, 1997	1843	04	25				Kuril Islands	44.700	149.700	138.0	111.0		40		Shebalin and Leydecker, 1997	8.20		s							2571
1843.0708050	Musson, 2012c	1843	07	08	04	45		Wanganui	-39.600	176.200						Musson, 2012c	7.60		w							8327
1844.0000002	Benito et al., 2012	1844	05					Intraplate	11.200	-84.800			cat	130	8	Benito et al., 2012	7.10		w					MM		5321
1844.0416000	SisFrance, 2010	1844	04	16	09	20		Nord Porto-Rico	18.800	-66.600					8	Tanner and Shepherd, 1997	6.57		w		SisFrance, 2010	6	7	MSK		8405
1844.0830070	SisFrance, 2010	1844	08	30	03	10		E. Grenada	12.083	-60.717	20.0	20.0			7	Dorel, 1981	7.00		s		SisFrance, 2010	14	6-7	MSK	"subduction"	8407
1844.0918230	CERESIS, 1995	1844	09	18	23			[Argentina]	-24.800	-64.700				30	7	CERESIS, 1995	6.50		s				7			2599
1845.0207193	Musson, 2012a	1845	02	07	19	30		Indonesia	2.600	122.600						Musson, 2012a	7.00		w							7804
1845.0212000	Gouin, 1979	1845	02	12				Wollo	12.500	39.000						Gouin, 1979	6.50		m							6927
1845.0407000	Zúñiga et al., 1997	1845	04	07				Costa de Guerrero	16.800	-100.000					10	Zúñiga et al., 1997	8.30		w				10			8893
1845.0806000	Szeliga et al., 2010	1845	08	06				North East	26.090	90.890			bw	15		Szeliga et al., 2010	7.10		w							6628
1846.0125010	Musson, 2012a	1846	01	25	01			Indonesia	1.400	127.200						Musson, 2012a	7.20		w							7805
1846.0328170	Stucchi et al., 2012	1846	03	28	17			Heraklio	35.800	25.000	10.0	10.0	cat	90	7	Stucchi et al., 2012	7.20	0.50	w		University of Thessaloniki, 2003	1	7	MM		2632
1846.0804000	Min Ziqun, 1995	1846	08	04				Huanghai (Yellow Sea)	33.500	122.000	100.0	100.0				Min Ziqun, 1995	7.00		s							6358
1847.0508210	UTSU online	1847	05	08	21			Japan	36.700	138.200						UTSU online	7.40		jma							2660
1847.0621000	Shebalin and Leydecker, 1997	1847	06	21				Kuril Islands	46.000	152.000	140.0	111.0		40		Shebalin and Leydecker, 1997	7.50		s							2663
1847.1008150	CERESIS, 1995	1847	10	08	15	30		[Chile]	-31.610	-71.180					8	Lomnitz, 2004	7.00		s				8			2667
1847.1031000	Musson, 2012a	1847	10	31	08	30		Nicobar	6.900	93.000						Musson, 2012a	7.50		w							7806
1847.1116031	Musson, 2012a	1847	11	16	03	18		Indonesia	-6.900	108.300						Musson, 2012a	7.00		w							7807
1848.1016020	Musson, 2012c	1848	10	15	14	10		Marlborough	-41.800	173.700						Musson, 2012c	7.50		w							8328
1848.1203000	Min Ziqun, 1995	1848	12	03				Zhanghua, Taiwan	24.100	120.500	50.0	50.0			9	Min Ziqun, 1995	6.75		s							6582
1849.0125051	Musson, 2012c	1849	01	25	05	10		Guam	14.000	143.000						Musson, 2012c	7.50		w							8333
1849.1027000	Benito et al., 2012	1849	10	27				Esteli	13.000	-86.800			cat	60	9	Benito et al., 2012	7.40		w					MM		5322
1849.1028090	Shebalin and Leydecker, 1997	1849	10	28	09			Kamchatka	55.000	166.000	156.0	111.0		20		Shebalin and Leydecker, 1997	7.50		s							2697
1849.1217100	CERESIS, 1995	1849	12	17	10			[Chile]	-29.950	-71.370					8	Lomnitz, 2004	7.50		s				8			2703
1850.0100000	Ambraseys and Adams, 1986a	1850	01					Sudan	4.200	31.600					9	Ambraseys and Adams, 1986a	6.00		s						"Ms = approximate value"	6925
1850.0912000	Min Ziqun, 1995	1850	09	12				Around Xichang and Puge (Sichuan)	27.700	102.400	25.0	25.0			10	Min Ziqun, 1995	7.50		s		Min Ziqun, 1995		10			6362
1850.1206100	CERESIS, 1995	1850	12	06	10	52		[Chile]	-33.810	-70.220					8	Lomnitz, 2004	7.25	0.25	s				8			2720
1851.0402100	CERESIS, 1995	1851	04	02	10	48		[Chile]	-33.320	-71.420					8	Lomnitz, 2004	7.50		s				8			2728
1851.0526130	CERESIS, 1995	1851	05	26	17	10		[Chile]	-27.350	-70.350					10	Lomnitz, 2004	7.50		s				10			8024
1852.0101000	Felzer and Cao, 2008	1852	01	01				[United States]	39.500	-119.500				0		Felzer and Cao, 2008	7.30	0.33	w							5671
1852.0109110	Musson, 2012a	1852	01	09	11	09		Indonesia	-6.500	105.500						Musson, 2012a	7.00		w							7808
1852.0707120	SisFrance, 2010	1852	07	07	06	30		Nord Jamaique	19.383	-78.517					7-8	Alvarez et al., 1999	7.50		s		SisFrance, 2010	12	5-6	MSK		8409
1852.0820140	SisFrance, 2010	1852	08	20	08	36		Santiago de Cuba	19.650	-76.150					8	Alvarez et al., 1999	7.30		s		SisFrance, 2010	4	7	MSK		8411
1852.0916100	Bautista and Oike, 2000	1852	09	16	10	30		Philippines	14.300	120.050						Bautista and Oike, 2000	7.60		s							2765
1852.1111000	Musson, 2012a	1852	11	11				Indonesia	1.100	97.700						Musson, 2012a	7.30		w							7809
1852.1125235	Musson, 2012a	1852	11	25	23	50		Indonesia	-4.300	129.500						Musson, 2012a	8.30		w							7810
1852.1126080	SisFrance, 2010	1852	11	26	15	15		Cuba et Jamaique	19.833	-75.833					8-9	Alvarez et al., 1999	6.50		s		SisFrance, 2010	9	8	MSK		8413
1852.1216000	Min Ziqun, 1995	1852	12	16				Yellow Sea	34.500	121.500	150.0	150.0				Min Ziqun, 1995	6.50		s						"M ≥ 6 1/2"	6585
1852.1224061	Musson, 2012a	1852	12	24	06	15		Indonesia	-5.000	130.500						Musson, 2012a	7.00		w							7811
1853.0208200	White et al., 2004	1853	02	09				Quezaltenango	14.833	-91.500					6-7	White et al., 2004	6.80	0.30	w				6-7	MM	"subduction"	8161
1853.0311100	Grunewald and Stein, 2006	1853	03	11				[subduction]	35.310	139.150						Grunewald and Stein, 2006	7.00	0.30	jma		Usami, 1994	59		JMA		6365
1853.0414000	Min Ziqun, 1995	1853	04	14				Yellow Sea	33.500	121.500	150.0	150.0				Min Ziqun, 1995	6.50		s						"M ≥ 6 1/2"	6587
1853.0715000	CERESIS, 1995	1853	07	15				[Venezuela]	12.100	-63.600				14	9	CERESIS, 1995	6.70		s				9			2791
1853.0908000	Benito et al., 2012	1853	09	08				West of Nicoya Peninsula	10.000	-85.500			cat	40	8	Benito et al., 2012	7.10		w					MM		5231
1853.1100000	Shebalin and Leydecker, 1997	1853	11					Kuril Islands	47.000	154.000	141.0	111.0		40		Shebalin and Leydecker, 1997	7.00		s							2797
1854.0215030	Gouin, 1979	1854	02	15	03			Near Guf Guf Graben	12.800	39.000						Gouin, 1979	6.30		m							6928
1854.0416210	Benito et al., 2012	1854	04	16				Ilopango	13.680	-89.140			cat	5	8	Benito et al., 2012	6.60		w					MM		5286
1854.0627000	Shebalin and Leydecker, 1997	1854	06	27				Kuril Islands	50.500	158.000	147.0	111.0		40		Shebalin and Leydecker, 1997	7.00		s							2811
1854.0709020	UTSU online	1854	07	09	02			Iga, Ise, Yamato	34.750	136.000						UTSU online	7.30		jma							2812
1854.0805050	Benito et al., 2012	1854	08	05				Golfito (Subduction)	8.500	-83.000			cat	33	8	Benito et al., 2012	7.00		w					MM		5232
1854.1223090	UTSU online	1854	12	23	09			Tokai and Nankai do	34.000	137.800						UTSU online	8.40		jma							2823
1854.1224160	UTSU online	1854	12	24	16			Kinai , Nankaido	33.000	135.000						UTSU online	8.40		jma							2824
1854.1226100	UTSU online	1854	12	26	10			W side of Iyo , Bungo	33.300	132.000						UTSU online	7.40		jma							2826
1855.0123090	GeoNet, 2011	1855	01	23	09	32		Wairarapa	-41.200	175.200				33	10	GeoNet, 2011	8.20		w		GeoNet, 2011	40	9-10	MM		2829
1855.0228010	Stucchi et al., 2012	1855	02	28	01	30		Proussa	40.183	29.067	20.0	20.0	bx		9-10	Stucchi et al., 2012	7.02	0.64	w		University of Thessaloniki, 2003	6	10	MM		2833
1855.0311185	Ambraseys and Adams, 1986b	1855	03	11	18	55		Atlantic	2.000	-17.500					4	Ambraseys and Adams, 1986b	6.50		s							6920
1855.0425000	Musson, 2012a	1855	04	25				Ternate	0.800	127.800						Musson, 2012a	7.00		w							7812
1855.0714080	Musson, 2012a	1855	07	14	08			Indonesia	0.700	127.700						Musson, 2012a	7.00		w							7813
1855.0913000	UTSU online	1855	09	13				Rikuzen	38.100	142.000						UTSU online	7.30		jma							2836
1855.0925000	Benito et al., 2012	1855	09	25				Roatan	16.020	-86.000			cat		8	Benito et al., 2012	6.50		w					MM	"crustal"	5311
1855.1107180	UTSU online	1855	11	07	18			Owari, Toutoumi	34.500	137.750						UTSU online	7.30		jma							2839
1855.1111220	Grunewald and Stein, 2006	1855	11	11				[subduction]	35.500	139.800						Grunewald and Stein, 2006	7.40	0.20	jma		Usami, 1994	191		JMA		6376
1856.0804220	Benito et al., 2012	1856	08	04				Gulf of  Honduras	16.750	-86.750			cat	5	8	Benito et al., 2012	7.00		w					MM		5312
1856.0823120	UTSU online	1856	08	23	12			Sanriku, Masaki	41.000	142.300						UTSU online	7.70		jma							2857
1856.1012020	Stucchi et al., 2012	1856	10	12	02	45		Heraklio	35.600	25.800	10.0	10.0	cat		9	Stucchi et al., 2012	7.70	0.50	w							2862
1857.0109000	Felzer and Cao, 2008	1857	01	09	16	24		[United States]	36.200	-120.800				0		Felzer and Cao, 2008	7.90	0.15	w							5673
1857.0513023	Musson, 2012a	1857	05	13	02	30		Indonesia	-8.000	115.500						Musson, 2012a	7.00		w							7814
1857.1012080	UTSU online	1857	10	12	08			Iyo, Aki	34.000	132.500						UTSU online	7.30		jma							2888
1857.1216210	Stucchi et al., 2012	1857	12	16	21	15		Basilicata	40.352	15.842	4.7	6.8	bx		11	Stucchi et al., 2012	7.02	0.30	w		Guidoboni et al., 2007	340	11	MCS		2890
1858.0409020	UTSU online	1858	04	09	02			Hida, Ecchu, Kaga	36.400	137.200						UTSU online	7.10		jma							2901
1858.0619000	Zúñiga et al., 1997	1858	06	19				Region central de Michoacan	19.000	-103.000					10	Zúñiga et al., 1997	7.50		w				10			8894
1858.0708200	UTSU online	1858	07	08	20			Aomori, Hachinohe	40.700	142.000						UTSU online	7.30		jma							2910
1858.0824150	Ambraseys and Douglas, 2004	1858	08	24	15	30		Arracan	19.100	95.100						Ambraseys and Douglas, 2004	7.60		w		Ambraseys and Douglas, 2004	25	8	MSK		2915
1858.1113080	Musson, 2012a	1858	11	13	08			Indonesia	1.000	126.000						Musson, 2012a	7.40		w							7815
1859.0322130	Beauval et al., 2010	1859	03	22				Quito	0.020	-78.750			bw		8	Beauval et al., 2010	7.20		w	bw	Beauval et al., 2010	30	8	MSK		2931
1859.0628123	Musson, 2012a	1859	06	28	12	30		Indonesia	1.000	126.500						Musson, 2012a	7.00		w							7816
1859.0729053	Musson, 2012a	1859	07	29	05	30		Indonesia	0.000	125.500						Musson, 2012a	7.20		w							7817
1859.0825000	White et al., 2004	1859	08	25				La Union	13.250	-87.750					7	White et al., 2004	7.10	0.10	w				7	MM	"subduction"	8302
1859.1005120	CERESIS, 1995	1859	10	05	12			[Chile]	-27.350	-70.350					10	Lomnitz, 2004	7.50		s				10			2951
1859.1208000	White et al., 2004	1859	12	08				Ahuachapan and Santa Ana provinces	13.833	-89.000					8	White et al., 2004	7.30	0.30	w				8	MM	"subduction"	8303
1860.0119000	White et al., 2004	1860	01	19				San Jose Oblspo	14.667	-90.750					8	White et al., 2004	7.10	0.10	w				8	MM	"subduction"	8162
1860.1023000	SisFrance, 2010	1860	10	23				Mayaguez, Porto-Rico	18.217	-67.150					6-7	Tanner and Shepherd, 1997	6.57		w		SisFrance, 2010	1	6-7	MSK		8421
1860.1203000	White et al., 2004	1860	12	03				Talnique to Cuscatancingo	13.750	-89.250					8	White et al., 2004	7.10	0.10	w				8	MM	"subduction"	8304
1861.0216000	Musson, 2012a	1861	02	16	12	10		Indonesia	0.900	97.400						Musson, 2012a	8.50		w							7818
1861.0309130	Musson, 2012a	1861	03	09	13			Indonesia	-1.200	98.300						Musson, 2012a	7.00		w							7819
1861.0320230	CERESIS, 1995	1861	03	20	23			[Argentina]	-32.900	-68.900				30	9	CERESIS, 1995	7.00		s				9			2990
1861.0407092	Musson, 2012a	1861	04	07	09	20		Indonesia	-1.300	98.300						Musson, 2012a	7.00		w							7820
1861.0425230	Musson, 2012a	1861	04	25	23			Indonesia	0.000	97.500						Musson, 2012a	7.50		w							7821
1861.0823000	White et al., 2004	1861	08	23				Jalpatagua	14.083	-90.000					7	White et al., 2004	6.70	0.40	w				7	MM	"subduction"	8305
1861.0925063	Musson, 2012a	1861	09	25	06	30		Indonesia	-0.900	98.000						Musson, 2012a	7.00		w							7822
1861.1021040	UTSU online	1861	10	21	04			Rikuzen	38.500	142.000						UTSU online	7.30		jma							3015
1862.0112070	Shebalin and Leydecker, 1997	1862	01	12	07	19		Baikal	52.300	106.700	75.0	56.0		40		Shebalin and Leydecker, 1997	7.50		s							3030
1862.0621050	Stucchi et al., 2012	1862	06	21	05	30		Melos	36.900	24.400	10.0	10.0	cat	150	8	Stucchi et al., 2012	7.00	0.50	w		University of Thessaloniki, 2003	1	8	MM		3039
1862.0710081	Musson, 2012	1862	07	10	08	15		Accra	5.500	-0.250						Musson, 2012	6.80		w							6686
1862.1219000	White et al., 2004	1862	12	19				Santa Ana	13.833	-89.583					8	White et al., 2004	8.10	0.10	w				8	MM	"subduction"	8306
1863.0223000	Musson, 2012c	1863	02	22	13	05		Hawke's Bay	-40.000	176.500						Musson, 2012c	7.50		w							8330
1863.0422210	Stucchi et al., 2012	1863	04	22	21	30		Rhodos	36.400	27.600	10.0	10.0	cat	90	10	Stucchi et al., 2012	7.50	0.30	w		University of Thessaloniki, 2003	22	10	MM		3065
1863.0817000	Musson, 2012c	1863	08	17				Vanuatu	-19.000	168.500						Musson, 2012c	7.50		w							8548
1863.1209000	Benito et al., 2012	1863	12	09				Nicoya coast	10.000	-85.500			cat	40	8-9	Benito et al., 2012	7.30		w					MM		5233
1864.0522163	Musson, 2012a	1864	05	22	16	30		Indonesia	-3.000	135.000						Musson, 2012a	7.80		w							7823
1864.0614000	Stucchi et al., 2012	1864	06	14				Genisea	40.580	25.401	50.0	50.0	bw			Stucchi et al., 2012	7.11	0.30	w		University of Thessaloniki, 2003	5	7	MM		3093
1864.1003000	Zúñiga et al., 1997	1864	10	03				Puebla-Veracruz	19.000	-97.000					9	Zúñiga et al., 1997	7.40		w				9			8895
1865.0000000	Benito et al., 2012	1865	12					SW Coast .	12.000	-86.000			cat	10	8	Benito et al., 2012	7.30		w					MM		5323
1865.0716192	Musson, 2012a	1865	07	16	19	27		Indonesia	-7.000	110.300						Musson, 2012a	7.00		w							7824
1865.1118000	Musson, 2012c	1865	11	18				Tonga	-19.500	-173.500						Musson, 2012c	8.00		w							8549
1865.1219190	Szeliga et al., 2010	1865	12	15				Chittagong	22.300	91.050			bw	15		Szeliga et al., 2010	6.80		w							6639
1866.0512000	Ambraseys, 1997b	1866	05	12	18			Gonek	39.200	41.000						Ambraseys, 1997b	7.20		s							5375
1866.0523200	Szeliga et al., 2010	1866	05	23				Nepal	27.120	85.260			bw	15		Szeliga et al., 2010	7.40		w							6641
1866.0906000	Shebalin and Leydecker, 1997	1866	09	06				Kamchatka	52.500	159.500	151.0	111.0		30		Shebalin and Leydecker, 1997	7.00		s							3155
1867.0102070	Hamdache et al., 2010	1867	01	02	07	13	56.00	Algeria	36.466	2.833					10-11	Hamdache et al., 2010	7.30		w							6673
1867.0204040	Stucchi et al., 2012	1867	02	04	04	19		Lixouri	38.233	20.424	1.8	2.2	bx		10	Stucchi et al., 2012	7.15	0.35	w		University of Thessaloniki, 2003	13	10	MM		3165
1867.0609211	Musson, 2012a	1867	06	09	21	15		Indonesia	-8.700	111.600						Musson, 2012a	8.00		w							7825
1867.0630000	White et al., 2004	1867	06	30				San Salvador and Cuscatlan provinces	13.667	-89.083					7	White et al., 2004	7.10	0.10	w				7	MM	"subduction"	8307
1867.1114000	Benito et al., 2012	1867	11	14				Central Pacific Coast	12.480	-86.680			cat	3	8	Benito et al., 2012	7.30		w					MM		5324
1867.1118200	SisFrance, 2010	1867	11	18	14	45		Saint-Thomas, Iles Vierges	18.100	-65.133	20.0	20.0			8-9	Tanner and Shepherd, 1997	7.50		s		SisFrance, 2010	48	8	MSK		8423
1867.1218000	Min Ziqun, 1995	1867	12	18				Between Jilong and Beihai, Taiwan	25.300	121.800	100.0	100.0				Min Ziqun, 1995	7.00		s							6405
1868.0329000	Stover and Coffman, 1993	1868	03	29	00	15		Island of Hawaii	19.000	-155.500					8	Wyss and Koyanagi, 1992	7.00		s				8	MM		8525
1868.0403000	Stover and Coffman, 1993	1868	04	03				Near south coast of Hawaii	19.000	-155.500					10	Wyss and Koyanagi, 1992	7.50	0.25	s				10	MM		8526
1868.0813200	CERESIS, 1995	1868	08	13	20	45		[Peru]	-18.500	-70.350					11	Lomnitz, 2004	8.50		s				11			3230
1868.0815200	Beauval et al., 2010	1868	08	15				El Angel	0.700	-77.920			bw		8	Beauval et al., 2010	6.60		w	bw	Beauval et al., 2010	15	8	MSK		3238
1868.0816060	Beauval et al., 2010	1868	08	16				Ibarra	0.380	-78.430			bw		9	Beauval et al., 2010	7.27	0.30	w	bw	Beauval et al., 2010	71	9	MSK		7994
1868.1019120	Musson, 2012c	1868	10	18	12	35		Cape Farewell	-40.200	173.000						Musson, 2012c	7.20		w							8331
1868.1021000	Bakun, 1999	1868	10	21	15	53		[United States]	37.700	-122.100			bw			Bakun, 1999	6.80	0.30	w	bw						8480
1869.0110170	Ambraseys and Douglas, 2004	1869	01	10	17			Cachar/Silchar	25.500	93.000						Ambraseys and Douglas, 2004	7.30		w		Ambraseys and Douglas, 2004	40	7-8	MSK		3269
1869.0824160	CERESIS, 1995	1869	08	24	16	30		[Chile]	-19.600	-70.230					8	Lomnitz, 2004	7.50		s				8			3290
1870.0411000	Min Ziqun, 1995	1870	04	11				Batang (Sichuan)	30.000	99.100	25.0	25.0			10	Min Ziqun, 1995	7.25		s							6411
1870.0612000	White et al., 2004	1870	06	12				Chiquimulilla	14.167	-90.167					8	White et al., 2004	7.20	0.10	w				8	MM	"subduction"	8164
1870.1020160	CEUS, 2012	1870	10	20	16	30		[Canada]	47.400	-70.500			cat			CEUS, 2012	6.55	0.47	w							8487
1871.0220080	Stover and Coffman, 1993	1871	02	20	08	42		Near Lanai, Hawaii	20.800	-157.000				15	8	Wyss and Koyanagi, 1992	6.75		s				8	MM		8527
1871.0302120	Musson, 2012a	1871	03	02	12			Indonesia	0.000	128.000						Musson, 2012a	7.00		w							7826
1871.0600000	Min Ziqun, 1995	1871	06					Cuona and Luozha, Xizang  (Tibet)	28.000	91.500	100.0	100.0			10	Min Ziqun, 1995	7.50		s		Min Ziqun, 1995		10			6415
1871.0627000	Benito et al., 2012	1871	06	27				Panama Fracture Zone	7.800	-82.300			cat	30	8	Benito et al., 2012	7.00		w					MM		5343
1871.0818131	Musson, 2012a	1871	08	18	13	16		Bengkulu	-5.300	102.400						Musson, 2012a	7.60		w							7827
1871.1005090	CERESIS, 1995	1871	10	05	09			[Chile]	-20.200	-70.170					10	Lomnitz, 2004	7.00		s				10			3371
1871.1105000	Bautista and Oike, 2000	1871	11	05	00	45		Philippines	8.900	126.900						Bautista and Oike, 2000	7.30		s							3378
1871.1208090	Bautista and Oike, 2000	1871	12	08	09	30		Philippines	7.300	123.750						Bautista and Oike, 2000	7.00		s							3381
1871.1219110	Bautista and Oike, 2000	1871	12	19	11			Philippines	8.500	126.900						Bautista and Oike, 2000	7.20		s							3383
1871.1223180	Ambraseys and Bilham, 2003	1871	12	23	18			Quchan	37.400	58.400						Ambraseys and Bilham, 2003	7.10		w							3385
1872.0314170	UTSU online	1872	03	14	17			W side of Shimane Pref.	35.150	132.100						UTSU online	7.10		jma							3401
1872.0326000	Bakun, 2006b	1872	03	26				Owens Valley	36.650	-118.100			bw			Bakun, 2006b	7.45	0.50	w	bw						8477
1872.0326140	Felzer and Cao, 2008	1872	03	26	14	06		[United States]	36.900	-118.200				0		Felzer and Cao, 2008	6.80	0.33	w							5678
1872.0403000	Ambraseys, 1989	1872	04	03	07	40		Amik Gölü	36.400	36.500	40.0	40.0			10	Ambraseys, 1989	7.20		s							7731
1872.0411190	Felzer and Cao, 2008	1872	04	11	19			[United States]	37.500	-118.500				0		Felzer and Cao, 2008	6.80	0.33	w							5679
1872.1215050	Lamontagne et al., 2008	1872	12	15	05	37		Washington-British Columbia Border	47.760	-119.900					8	Lamontagne et al., 2008	6.80		w				8			8512
1873.0000020	Musson, 2012a	1873						Papua New Guinea	-5.500	146.000						Musson, 2012a	8.00		w							7828
1873.0222000	Tanner and Shepherd, 1997	1873	02	22				[El Salvador]	13.600	-89.000				100	9	Tanner and Shepherd, 1997	7.00		w							3452
1873.0304220	Tanner and Shepherd, 1997	1873	03	04	22	30		[El Salvador]	13.700	-88.700				100	10	Tanner and Shepherd, 1997	7.30		w							3454
1873.0319080	White et al., 2004	1873	03	19				San Salvador	13.667	-89.167					8	White et al., 2004	7.10	0.10	w				8	MM	"subduction"	8308
1873.1123000	Bakun, 2000	1873	11	23	05			[United States]	42.200	-124.200			bw		8	Bakun, 2000	7.30	0.40	w	bw			8			8474
